FechaVenta,IdProducto,Producto,Cantidad,PrecioVenta,IdCliente,Cliente,IdTienda,Tienda
2024-06-08,5,Aspiradora Sin Bolsa,5,1204.77,2,Globex Corporation,6,ElectroShop Oeste
2024-10-31,3,Refrigerador Doble Puerta,1,797.84,6,Stark Industries,4,ElectroShop Sur
2024-12-21,5,Aspiradora Sin Bolsa,1,249.89,9,Pied Piper,10,ElectroShop California
2024-01-09,1,Televisor LED 55,3,3045.17,4,Umbrella Corp,8,ElectroShop Este
2024-09-08,2,Lavadora 8kg,1,467.33,2,Globex Corporation,3,Outlet Norte
2024-01-29,4,Microondas 20L,5,1392.18,7,Wayne Enterprises,10,ElectroShop California
2024-11-07,1,Televisor LED 55,2,2055.95,1,ACME Corp,6,ElectroShop Oeste
2024-08-07,2,Lavadora 8kg,4,1899.93,3,Initech,3,Outlet Norte
2024-05-01,3,Refrigerador Doble Puerta,3,2078.38,4,Umbrella Corp,6,ElectroShop Oeste
2024-08-02,9,Tablet 10,3,1295.71,2,Globex Corporation,5,Tienda Premium
2024-11-07,8,Computadora Portátil 15,4,2347.56,1,ACME Corp,4,ElectroShop Sur
2024-07-20,10,Smartwatch,1,291.81,5,Weyland-Yutani,5,Tienda Premium
2024-07-16,9,Tablet 10,1,412.59,8,Dunder Mifflin,3,Outlet Norte
2024-06-16,9,Tablet 10,1,438.52,7,Wayne Enterprises,6,ElectroShop Oeste
2024-02-11,10,Smartwatch,4,1160.81,2,Globex Corporation,2,Tienda Central
2024-07-10,2,Lavadora 8kg,1,467.05,3,Initech,6,ElectroShop Oeste
2024-08-24,9,Tablet 10,4,1508.03,3,Initech,5,Tienda Premium
2024-11-02,9,Tablet 10,1,364.46,5,Weyland-Yutani,5,Tienda Premium
2024-06-22,3,Refrigerador Doble Puerta,3,2153.11,6,Stark Industries,3,Outlet Norte
2024-07-04,7,Home Theater 5.1,1,200.44,9,Pied Piper,5,Tienda Premium
2024-12-17,9,Tablet 10,1,381.57,6,Stark Industries,5,Tienda Premium
2024-07-15,9,Tablet 10,4,1692.89,8,Dunder Mifflin,9,Tienda Online Plus
2024-04-16,1,Televisor LED 55,2,2111.94,6,Stark Industries,7,Tienda Express
2024-08-11,3,Refrigerador Doble Puerta,5,3486.18,8,Dunder Mifflin,2,Tienda Central
2024-08-13,9,Tablet 10,5,2174.01,5,Weyland-Yutani,3,Outlet Norte
2024-11-24,9,Tablet 10,5,2186.32,4,Umbrella Corp,7,Tienda Express
2024-05-06,8,Computadora Portátil 15,4,2521.0,4,Umbrella Corp,9,Tienda Online Plus
2024-04-13,6,Licuadora 600W,3,442.59,3,Initech,10,ElectroShop California
2024-10-11,5,Aspiradora Sin Bolsa,4,923.45,6,Stark Industries,5,Tienda Premium
2024-12-06,4,Microondas 20L,2,561.16,8,Dunder Mifflin,6,ElectroShop Oeste
2024-12-19,6,Licuadora 600W,3,397.52,5,Weyland-Yutani,8,ElectroShop Este
2024-04-10,8,Computadora Portátil 15,3,1781.11,5,Weyland-Yutani,6,ElectroShop Oeste
2024-03-14,6,Licuadora 600W,1,150.48,9,Pied Piper,10,ElectroShop California
2024-08-03,4,Microondas 20L,2,561.63,3,Initech,7,Tienda Express
2024-01-08,1,Televisor LED 55,3,3072.75,3,Initech,10,ElectroShop California
2024-10-21,6,Licuadora 600W,4,612.1,9,Pied Piper,3,Outlet Norte
2024-12-28,3,Refrigerador Doble Puerta,3,2375.02,1,ACME Corp,8,ElectroShop Este
2024-12-27,2,Lavadora 8kg,4,1775.96,4,Umbrella Corp,1,ElectroShop Online
2024-09-18,2,Lavadora 8kg,3,1441.86,5,Weyland-Yutani,8,ElectroShop Este
2024-11-02,5,Aspiradora Sin Bolsa,4,1050.01,3,Initech,2,Tienda Central
2024-06-08,8,Computadora Portátil 15,3,2117.67,7,Wayne Enterprises,9,Tienda Online Plus
2024-08-16,6,Licuadora 600W,5,768.55,4,Umbrella Corp,6,ElectroShop Oeste
2024-11-12,8,Computadora Portátil 15,2,1339.05,3,Initech,6,ElectroShop Oeste
2024-01-23,6,Licuadora 600W,2,252.75,7,Wayne Enterprises,2,Tienda Central
2024-04-25,7,Home Theater 5.1,3,556.34,6,Stark Industries,3,Outlet Norte
2024-05-21,2,Lavadora 8kg,2,957.95,4,Umbrella Corp,4,ElectroShop Sur
2024-10-13,3,Refrigerador Doble Puerta,5,3693.81,6,Stark Industries,10,ElectroShop California
2024-12-16,4,Microondas 20L,3,914.75,8,Dunder Mifflin,4,ElectroShop Sur
2024-05-28,10,Smartwatch,5,1366.39,9,Pied Piper,7,Tienda Express
2024-09-17,4,Microondas 20L,1,274.01,5,Weyland-Yutani,4,ElectroShop Sur
2024-01-03,2,Lavadora 8kg,3,1238.07,5,Weyland-Yutani,2,Tienda Central
2024-05-21,4,Microondas 20L,5,1354.87,10,Hooli,4,ElectroShop Sur
2024-06-13,6,Licuadora 600W,4,602.81,10,Hooli,1,ElectroShop Online
2024-06-05,1,Televisor LED 55,3,2874.05,3,Initech,6,ElectroShop Oeste
2024-12-10,6,Licuadora 600W,1,126.25,6,Stark Industries,4,ElectroShop Sur
2024-06-04,5,Aspiradora Sin Bolsa,5,1273.88,7,Wayne Enterprises,5,Tienda Premium
2024-08-22,1,Televisor LED 55,1,981.14,5,Weyland-Yutani,8,ElectroShop Este
2024-09-26,2,Lavadora 8kg,3,1470.65,4,Umbrella Corp,8,ElectroShop Este
2024-07-05,5,Aspiradora Sin Bolsa,4,1033.68,8,Dunder Mifflin,5,Tienda Premium
2024-03-15,1,Televisor LED 55,4,4054.4,9,Pied Piper,5,Tienda Premium
2024-06-04,9,Tablet 10,2,847.9,6,Stark Industries,8,ElectroShop Este
2024-04-17,2,Lavadora 8kg,5,2400.46,4,Umbrella Corp,4,ElectroShop Sur
2024-02-23,1,Televisor LED 55,4,4351.81,1,ACME Corp,9,Tienda Online Plus
2024-11-04,10,Smartwatch,3,819.88,7,Wayne Enterprises,5,Tienda Premium
2024-06-05,1,Televisor LED 55,2,2187.27,5,Weyland-Yutani,3,Outlet Norte
2024-10-24,3,Refrigerador Doble Puerta,2,1374.45,5,Weyland-Yutani,8,ElectroShop Este
2024-11-22,1,Televisor LED 55,1,939.45,4,Umbrella Corp,6,ElectroShop Oeste
2024-03-11,3,Refrigerador Doble Puerta,3,2188.69,9,Pied Piper,1,ElectroShop Online
2024-03-03,7,Home Theater 5.1,5,914.37,7,Wayne Enterprises,6,ElectroShop Oeste
2024-11-12,3,Refrigerador Doble Puerta,3,2396.74,5,Weyland-Yutani,6,ElectroShop Oeste
2024-06-08,10,Smartwatch,4,1183.83,6,Stark Industries,9,Tienda Online Plus
2024-03-27,7,Home Theater 5.1,4,862.82,8,Dunder Mifflin,3,Outlet Norte
2024-03-12,3,Refrigerador Doble Puerta,2,1634.19,8,Dunder Mifflin,10,ElectroShop California
2024-11-25,3,Refrigerador Doble Puerta,4,2706.4,6,Stark Industries,6,ElectroShop Oeste
2024-09-06,1,Televisor LED 55,4,3846.35,3,Initech,1,ElectroShop Online
2024-05-26,8,Computadora Portátil 15,2,1407.81,9,Pied Piper,6,ElectroShop Oeste
2024-09-02,10,Smartwatch,2,625.96,9,Pied Piper,8,ElectroShop Este
2024-10-21,6,Licuadora 600W,2,271.14,1,ACME Corp,8,ElectroShop Este
2024-12-30,8,Computadora Portátil 15,4,2478.42,4,Umbrella Corp,5,Tienda Premium
2024-03-02,5,Aspiradora Sin Bolsa,2,450.52,3,Initech,9,Tienda Online Plus
2024-06-16,5,Aspiradora Sin Bolsa,1,253.61,4,Umbrella Corp,4,ElectroShop Sur
2024-10-02,9,Tablet 10,4,1528.24,1,ACME Corp,7,Tienda Express
2024-06-12,7,Home Theater 5.1,3,587.22,7,Wayne Enterprises,5,Tienda Premium
2024-02-25,3,Refrigerador Doble Puerta,1,772.54,2,Globex Corporation,3,Outlet Norte
2024-06-06,2,Lavadora 8kg,1,444.74,6,Stark Industries,4,ElectroShop Sur
2024-09-22,9,Tablet 10,1,435.24,2,Globex Corporation,6,ElectroShop Oeste
2024-02-04,2,Lavadora 8kg,4,1962.16,3,Initech,5,Tienda Premium
2024-08-26,4,Microondas 20L,4,1132.65,1,ACME Corp,2,Tienda Central
2024-08-02,8,Computadora Portátil 15,4,2641.85,9,Pied Piper,9,Tienda Online Plus
2024-08-16,1,Televisor LED 55,2,2005.08,7,Wayne Enterprises,3,Outlet Norte
2024-02-12,2,Lavadora 8kg,5,2456.87,9,Pied Piper,1,ElectroShop Online
2024-01-16,7,Home Theater 5.1,2,395.32,10,Hooli,1,ElectroShop Online
2024-08-14,7,Home Theater 5.1,4,758.34,3,Initech,9,Tienda Online Plus
2024-05-27,2,Lavadora 8kg,4,1958.76,10,Hooli,8,ElectroShop Este
2024-02-29,5,Aspiradora Sin Bolsa,1,245.66,9,Pied Piper,9,Tienda Online Plus
2024-10-02,9,Tablet 10,3,1297.76,8,Dunder Mifflin,9,Tienda Online Plus
2024-01-15,7,Home Theater 5.1,2,403.02,2,Globex Corporation,5,Tienda Premium
2024-11-28,10,Smartwatch,4,1156.31,7,Wayne Enterprises,9,Tienda Online Plus
2024-06-24,7,Home Theater 5.1,4,846.67,1,ACME Corp,9,Tienda Online Plus
2024-12-22,10,Smartwatch,2,636.84,7,Wayne Enterprises,9,Tienda Online Plus
2024-09-17,5,Aspiradora Sin Bolsa,5,1144.1,8,Dunder Mifflin,3,Outlet Norte
2024-06-08,3,Refrigerador Doble Puerta,1,755.17,10,Hooli,5,Tienda Premium
2024-04-22,3,Refrigerador Doble Puerta,1,801.66,9,Pied Piper,2,Tienda Central
2024-06-21,1,Televisor LED 55,3,2993.01,1,ACME Corp,6,ElectroShop Oeste
2024-07-21,6,Licuadora 600W,5,736.01,2,Globex Corporation,3,Outlet Norte
2024-02-16,8,Computadora Portátil 15,2,1231.84,6,Stark Industries,5,Tienda Premium
2024-02-21,9,Tablet 10,4,1582.26,10,Hooli,7,Tienda Express
2024-08-20,6,Licuadora 600W,2,290.56,2,Globex Corporation,7,Tienda Express
2024-08-26,4,Microondas 20L,3,952.52,8,Dunder Mifflin,2,Tienda Central
2024-10-20,1,Televisor LED 55,5,4948.06,3,Initech,6,ElectroShop Oeste
2024-11-20,3,Refrigerador Doble Puerta,5,3573.87,6,Stark Industries,7,Tienda Express
2024-02-16,1,Televisor LED 55,4,4346.39,6,Stark Industries,2,Tienda Central
2024-03-26,3,Refrigerador Doble Puerta,1,740.91,3,Initech,6,ElectroShop Oeste
2024-10-14,8,Computadora Portátil 15,3,2046.51,4,Umbrella Corp,5,Tienda Premium
2024-12-06,8,Computadora Portátil 15,2,1394.18,9,Pied Piper,8,ElectroShop Este
2024-09-08,1,Televisor LED 55,2,1829.84,10,Hooli,4,ElectroShop Sur
2024-11-21,8,Computadora Portátil 15,3,2100.76,7,Wayne Enterprises,2,Tienda Central
2024-08-06,7,Home Theater 5.1,3,581.97,8,Dunder Mifflin,1,ElectroShop Online
2024-11-30,3,Refrigerador Doble Puerta,4,3292.39,6,Stark Industries,3,Outlet Norte
2024-01-06,9,Tablet 10,4,1694.99,4,Umbrella Corp,10,ElectroShop California
2024-10-19,8,Computadora Portátil 15,3,2039.88,9,Pied Piper,1,ElectroShop Online
2024-09-12,9,Tablet 10,2,872.42,2,Globex Corporation,8,ElectroShop Este
2024-05-12,9,Tablet 10,5,2018.62,8,Dunder Mifflin,10,ElectroShop California
2024-10-13,1,Televisor LED 55,2,1852.49,1,ACME Corp,4,ElectroShop Sur
2024-10-11,5,Aspiradora Sin Bolsa,1,233.75,3,Initech,3,Outlet Norte
2024-01-17,10,Smartwatch,4,1243.43,8,Dunder Mifflin,9,Tienda Online Plus
2024-05-29,8,Computadora Portátil 15,4,2509.77,2,Globex Corporation,10,ElectroShop California
2024-11-07,7,Home Theater 5.1,2,365.07,9,Pied Piper,4,ElectroShop Sur
2024-01-21,10,Smartwatch,5,1466.13,2,Globex Corporation,10,ElectroShop California
2024-01-31,8,Computadora Portátil 15,2,1408.84,9,Pied Piper,7,Tienda Express
2024-02-12,2,Lavadora 8kg,1,407.36,4,Umbrella Corp,6,ElectroShop Oeste
2024-02-08,8,Computadora Portátil 15,3,1897.75,8,Dunder Mifflin,9,Tienda Online Plus
2024-05-07,7,Home Theater 5.1,4,814.94,3,Initech,7,Tienda Express
2024-06-15,9,Tablet 10,4,1724.66,7,Wayne Enterprises,2,Tienda Central
2024-12-20,3,Refrigerador Doble Puerta,2,1406.28,8,Dunder Mifflin,9,Tienda Online Plus
2024-01-16,1,Televisor LED 55,3,2961.98,8,Dunder Mifflin,2,Tienda Central
2024-05-04,6,Licuadora 600W,5,727.11,8,Dunder Mifflin,6,ElectroShop Oeste
2024-05-16,7,Home Theater 5.1,1,197.87,8,Dunder Mifflin,5,Tienda Premium
2024-04-20,9,Tablet 10,2,791.63,6,Stark Industries,4,ElectroShop Sur
2024-04-10,9,Tablet 10,3,1194.55,6,Stark Industries,3,Outlet Norte
2024-07-17,7,Home Theater 5.1,2,401.29,2,Globex Corporation,1,ElectroShop Online
2024-09-29,5,Aspiradora Sin Bolsa,4,1095.73,1,ACME Corp,6,ElectroShop Oeste
2024-02-09,9,Tablet 10,3,1290.12,8,Dunder Mifflin,7,Tienda Express
2024-03-18,8,Computadora Portátil 15,3,2027.56,3,Initech,8,ElectroShop Este
2024-11-11,1,Televisor LED 55,4,3837.23,9,Pied Piper,9,Tienda Online Plus
2024-02-10,6,Licuadora 600W,4,606.3,10,Hooli,7,Tienda Express
2024-11-11,6,Licuadora 600W,2,291.87,3,Initech,4,ElectroShop Sur
2024-12-20,9,Tablet 10,1,419.07,5,Weyland-Yutani,3,Outlet Norte
2024-08-22,3,Refrigerador Doble Puerta,2,1452.17,8,Dunder Mifflin,4,ElectroShop Sur
2024-07-06,10,Smartwatch,4,1176.02,6,Stark Industries,10,ElectroShop California
2024-03-03,8,Computadora Portátil 15,5,3515.06,5,Weyland-Yutani,1,ElectroShop Online
2024-05-17,5,Aspiradora Sin Bolsa,3,785.77,9,Pied Piper,6,ElectroShop Oeste
2024-01-27,7,Home Theater 5.1,2,438.77,2,Globex Corporation,4,ElectroShop Sur
2024-07-01,3,Refrigerador Doble Puerta,2,1622.4,1,ACME Corp,5,Tienda Premium
2024-08-05,9,Tablet 10,5,2121.23,9,Pied Piper,6,ElectroShop Oeste
2024-01-15,4,Microondas 20L,5,1399.44,3,Initech,3,Outlet Norte
2024-04-03,9,Tablet 10,5,1904.97,6,Stark Industries,2,Tienda Central
2024-02-15,2,Lavadora 8kg,2,866.05,5,Weyland-Yutani,8,ElectroShop Este
2024-09-18,2,Lavadora 8kg,5,2367.42,3,Initech,10,ElectroShop California
2024-08-27,3,Refrigerador Doble Puerta,5,3733.62,4,Umbrella Corp,5,Tienda Premium
2024-11-29,9,Tablet 10,4,1451.62,8,Dunder Mifflin,9,Tienda Online Plus
2024-03-25,3,Refrigerador Doble Puerta,2,1607.59,4,Umbrella Corp,7,Tienda Express
2024-03-07,1,Televisor LED 55,4,3753.24,7,Wayne Enterprises,1,ElectroShop Online
2024-10-23,4,Microondas 20L,4,1144.23,1,ACME Corp,2,Tienda Central
2024-07-09,6,Licuadora 600W,2,292.57,1,ACME Corp,10,ElectroShop California
2024-06-17,5,Aspiradora Sin Bolsa,3,772.5,2,Globex Corporation,10,ElectroShop California
2024-11-01,4,Microondas 20L,5,1589.11,3,Initech,1,ElectroShop Online
2024-03-24,8,Computadora Portátil 15,3,1756.45,6,Stark Industries,1,ElectroShop Online
2024-09-07,2,Lavadora 8kg,1,434.17,6,Stark Industries,8,ElectroShop Este
2024-03-20,7,Home Theater 5.1,1,207.85,10,Hooli,1,ElectroShop Online
2024-08-14,7,Home Theater 5.1,5,1015.45,4,Umbrella Corp,6,ElectroShop Oeste
2024-11-26,1,Televisor LED 55,5,4990.85,5,Weyland-Yutani,3,Outlet Norte
2024-11-16,6,Licuadora 600W,3,397.2,3,Initech,9,Tienda Online Plus
2024-08-31,1,Televisor LED 55,1,913.17,8,Dunder Mifflin,6,ElectroShop Oeste
2024-02-14,9,Tablet 10,2,796.91,1,ACME Corp,7,Tienda Express
2024-04-03,8,Computadora Portátil 15,1,671.25,6,Stark Industries,5,Tienda Premium
2024-11-17,2,Lavadora 8kg,1,490.34,10,Hooli,8,ElectroShop Este
2024-03-27,4,Microondas 20L,4,1242.17,2,Globex Corporation,10,ElectroShop California
2024-05-18,10,Smartwatch,1,325.15,1,ACME Corp,3,Outlet Norte
2024-03-23,1,Televisor LED 55,1,1077.1,3,Initech,7,Tienda Express
2024-11-26,7,Home Theater 5.1,5,918.82,10,Hooli,6,ElectroShop Oeste
2024-10-06,5,Aspiradora Sin Bolsa,2,487.21,1,ACME Corp,9,Tienda Online Plus
2024-01-17,5,Aspiradora Sin Bolsa,5,1238.19,1,ACME Corp,10,ElectroShop California
2024-11-19,9,Tablet 10,4,1446.56,6,Stark Industries,5,Tienda Premium
2024-10-19,4,Microondas 20L,2,563.55,1,ACME Corp,5,Tienda Premium
2024-11-23,5,Aspiradora Sin Bolsa,5,1310.96,10,Hooli,1,ElectroShop Online
2024-09-11,9,Tablet 10,3,1115.02,5,Weyland-Yutani,3,Outlet Norte
2024-03-25,4,Microondas 20L,1,299.18,2,Globex Corporation,8,ElectroShop Este
2024-03-22,4,Microondas 20L,3,817.04,4,Umbrella Corp,7,Tienda Express
2024-09-02,10,Smartwatch,3,904.55,7,Wayne Enterprises,4,ElectroShop Sur
2024-06-25,8,Computadora Portátil 15,1,634.02,7,Wayne Enterprises,7,Tienda Express
2024-04-21,6,Licuadora 600W,1,134.89,8,Dunder Mifflin,8,ElectroShop Este
2024-04-16,9,Tablet 10,5,2069.08,7,Wayne Enterprises,3,Outlet Norte
2024-06-12,10,Smartwatch,2,571.67,10,Hooli,6,ElectroShop Oeste
2024-03-28,6,Licuadora 600W,5,711.39,8,Dunder Mifflin,5,Tienda Premium
2024-06-23,1,Televisor LED 55,5,5383.93,1,ACME Corp,3,Outlet Norte
2024-04-09,10,Smartwatch,1,277.02,6,Stark Industries,9,Tienda Online Plus
2024-12-04,10,Smartwatch,1,278.36,4,Umbrella Corp,6,ElectroShop Oeste
2024-02-18,10,Smartwatch,5,1391.15,4,Umbrella Corp,4,ElectroShop Sur
2024-04-06,8,Computadora Portátil 15,2,1239.27,6,Stark Industries,10,ElectroShop California
2024-01-15,9,Tablet 10,2,831.1,4,Umbrella Corp,10,ElectroShop California
2024-12-08,10,Smartwatch,2,631.85,8,Dunder Mifflin,5,Tienda Premium
2024-02-25,5,Aspiradora Sin Bolsa,3,784.81,7,Wayne Enterprises,7,Tienda Express
2024-11-19,2,Lavadora 8kg,4,1848.89,7,Wayne Enterprises,9,Tienda Online Plus
2024-05-29,2,Lavadora 8kg,2,917.91,10,Hooli,5,Tienda Premium
2024-08-11,3,Refrigerador Doble Puerta,2,1609.89,6,Stark Industries,10,ElectroShop California
2024-10-04,3,Refrigerador Doble Puerta,1,717.15,6,Stark Industries,1,ElectroShop Online
2024-12-04,5,Aspiradora Sin Bolsa,1,244.8,7,Wayne Enterprises,7,Tienda Express
2024-09-26,5,Aspiradora Sin Bolsa,2,542.48,7,Wayne Enterprises,9,Tienda Online Plus
2024-02-04,2,Lavadora 8kg,2,904.99,6,Stark Industries,8,ElectroShop Este
2024-07-10,7,Home Theater 5.1,5,961.02,9,Pied Piper,9,Tienda Online Plus
2024-07-17,10,Smartwatch,3,849.24,3,Initech,7,Tienda Express
2024-12-05,5,Aspiradora Sin Bolsa,4,909.84,10,Hooli,7,Tienda Express
2024-11-08,8,Computadora Portátil 15,2,1339.02,7,Wayne Enterprises,8,ElectroShop Este
2024-01-04,4,Microondas 20L,1,320.96,8,Dunder Mifflin,9,Tienda Online Plus
2024-06-10,8,Computadora Portátil 15,5,2941.55,4,Umbrella Corp,3,Outlet Norte
2024-04-21,2,Lavadora 8kg,1,430.33,1,ACME Corp,6,ElectroShop Oeste
2024-12-17,8,Computadora Portátil 15,1,673.62,7,Wayne Enterprises,1,ElectroShop Online
2024-08-21,3,Refrigerador Doble Puerta,2,1620.72,6,Stark Industries,9,Tienda Online Plus
2024-05-23,9,Tablet 10,4,1613.5,3,Initech,3,Outlet Norte
2024-01-17,3,Refrigerador Doble Puerta,1,715.48,7,Wayne Enterprises,10,ElectroShop California
2024-06-01,2,Lavadora 8kg,5,2310.12,6,Stark Industries,5,Tienda Premium
2024-09-14,1,Televisor LED 55,4,3942.22,1,ACME Corp,3,Outlet Norte
2024-07-22,1,Televisor LED 55,1,996.83,7,Wayne Enterprises,2,Tienda Central
2024-11-01,1,Televisor LED 55,3,2930.1,4,Umbrella Corp,4,ElectroShop Sur
2024-10-11,9,Tablet 10,2,738.38,1,ACME Corp,6,ElectroShop Oeste
2024-05-07,6,Licuadora 600W,1,127.12,4,Umbrella Corp,3,Outlet Norte
2024-07-20,6,Licuadora 600W,3,459.66,7,Wayne Enterprises,2,Tienda Central
2024-01-30,9,Tablet 10,5,2040.03,9,Pied Piper,1,ElectroShop Online
2024-08-30,8,Computadora Portátil 15,5,3460.95,2,Globex Corporation,4,ElectroShop Sur
2024-10-10,9,Tablet 10,5,1857.4,7,Wayne Enterprises,8,ElectroShop Este
2024-05-24,7,Home Theater 5.1,2,423.59,4,Umbrella Corp,4,ElectroShop Sur
2024-07-26,4,Microondas 20L,1,321.33,1,ACME Corp,6,ElectroShop Oeste
2024-06-29,5,Aspiradora Sin Bolsa,3,787.23,4,Umbrella Corp,2,Tienda Central
2024-08-12,8,Computadora Portátil 15,2,1359.17,6,Stark Industries,4,ElectroShop Sur
2024-02-14,3,Refrigerador Doble Puerta,4,3210.79,4,Umbrella Corp,8,ElectroShop Este
2024-12-25,2,Lavadora 8kg,4,1806.74,10,Hooli,3,Outlet Norte
2024-05-05,8,Computadora Portátil 15,1,634.35,8,Dunder Mifflin,5,Tienda Premium
2024-04-21,2,Lavadora 8kg,1,435.03,9,Pied Piper,4,ElectroShop Sur
2024-03-03,7,Home Theater 5.1,2,418.82,4,Umbrella Corp,8,ElectroShop Este
2024-01-15,5,Aspiradora Sin Bolsa,3,715.39,10,Hooli,4,ElectroShop Sur
2024-10-20,5,Aspiradora Sin Bolsa,4,904.38,3,Initech,6,ElectroShop Oeste
2024-04-02,8,Computadora Portátil 15,3,1840.93,5,Weyland-Yutani,5,Tienda Premium
2024-12-30,5,Aspiradora Sin Bolsa,4,1053.9,7,Wayne Enterprises,5,Tienda Premium
2024-05-06,1,Televisor LED 55,4,4115.0,3,Initech,7,Tienda Express
2024-12-06,8,Computadora Portátil 15,5,3281.76,2,Globex Corporation,4,ElectroShop Sur
2024-10-31,2,Lavadora 8kg,1,443.81,8,Dunder Mifflin,5,Tienda Premium
2024-02-17,5,Aspiradora Sin Bolsa,5,1282.87,8,Dunder Mifflin,4,ElectroShop Sur
2024-01-26,5,Aspiradora Sin Bolsa,1,231.98,7,Wayne Enterprises,5,Tienda Premium
2024-07-06,5,Aspiradora Sin Bolsa,4,1031.97,10,Hooli,10,ElectroShop California
2024-04-21,2,Lavadora 8kg,1,452.77,7,Wayne Enterprises,10,ElectroShop California
2024-09-08,7,Home Theater 5.1,5,925.32,8,Dunder Mifflin,2,Tienda Central
2024-07-15,8,Computadora Portátil 15,2,1327.04,9,Pied Piper,2,Tienda Central
2024-02-28,4,Microondas 20L,2,595.49,7,Wayne Enterprises,7,Tienda Express
2024-03-21,9,Tablet 10,4,1620.09,3,Initech,8,ElectroShop Este
2024-07-21,5,Aspiradora Sin Bolsa,4,1024.35,6,Stark Industries,5,Tienda Premium
2024-12-18,8,Computadora Portátil 15,2,1409.45,3,Initech,6,ElectroShop Oeste
2024-08-11,6,Licuadora 600W,5,758.71,4,Umbrella Corp,3,Outlet Norte
2024-12-21,9,Tablet 10,4,1440.67,6,Stark Industries,8,ElectroShop Este
2024-10-10,10,Smartwatch,2,644.82,10,Hooli,7,Tienda Express
2024-10-27,6,Licuadora 600W,2,305.61,9,Pied Piper,5,Tienda Premium
2024-05-20,8,Computadora Portátil 15,3,1894.94,7,Wayne Enterprises,8,ElectroShop Este
2024-12-05,9,Tablet 10,1,384.28,1,ACME Corp,6,ElectroShop Oeste
2024-03-14,5,Aspiradora Sin Bolsa,4,1043.01,5,Weyland-Yutani,8,ElectroShop Este
2024-04-12,7,Home Theater 5.1,3,554.11,2,Globex Corporation,3,Outlet Norte
2024-09-20,3,Refrigerador Doble Puerta,4,2730.08,5,Weyland-Yutani,6,ElectroShop Oeste
2024-03-06,8,Computadora Portátil 15,2,1251.51,9,Pied Piper,9,Tienda Online Plus
2024-08-16,9,Tablet 10,1,416.7,5,Weyland-Yutani,2,Tienda Central
2024-01-25,9,Tablet 10,3,1227.84,8,Dunder Mifflin,8,ElectroShop Este
2024-08-31,4,Microondas 20L,3,892.76,6,Stark Industries,6,ElectroShop Oeste
2024-02-15,3,Refrigerador Doble Puerta,1,753.57,2,Globex Corporation,1,ElectroShop Online
2024-08-10,2,Lavadora 8kg,5,2454.77,1,ACME Corp,6,ElectroShop Oeste
2024-08-01,1,Televisor LED 55,5,5117.7,8,Dunder Mifflin,9,Tienda Online Plus
2024-09-16,5,Aspiradora Sin Bolsa,3,675.88,8,Dunder Mifflin,9,Tienda Online Plus
2024-12-06,3,Refrigerador Doble Puerta,1,735.3,10,Hooli,8,ElectroShop Este
2024-06-26,9,Tablet 10,3,1274.61,10,Hooli,8,ElectroShop Este
2024-10-17,4,Microondas 20L,3,862.76,1,ACME Corp,7,Tienda Express
2024-04-29,3,Refrigerador Doble Puerta,2,1488.07,8,Dunder Mifflin,8,ElectroShop Este
2024-10-25,10,Smartwatch,5,1355.48,8,Dunder Mifflin,3,Outlet Norte
2024-01-24,5,Aspiradora Sin Bolsa,4,965.37,5,Weyland-Yutani,1,ElectroShop Online
2024-09-05,4,Microondas 20L,3,848.98,1,ACME Corp,10,ElectroShop California
2024-12-14,8,Computadora Portátil 15,2,1320.35,3,Initech,8,ElectroShop Este
2024-08-29,7,Home Theater 5.1,3,561.84,4,Umbrella Corp,9,Tienda Online Plus
2024-07-10,4,Microondas 20L,3,969.81,1,ACME Corp,8,ElectroShop Este
2024-03-26,1,Televisor LED 55,2,1875.68,6,Stark Industries,8,ElectroShop Este
2024-01-22,5,Aspiradora Sin Bolsa,2,541.84,9,Pied Piper,9,Tienda Online Plus
2024-05-19,8,Computadora Portátil 15,2,1218.64,8,Dunder Mifflin,7,Tienda Express
2024-02-17,10,Smartwatch,1,301.24,10,Hooli,1,ElectroShop Online
2024-04-17,6,Licuadora 600W,5,653.8,7,Wayne Enterprises,5,Tienda Premium
2024-07-11,4,Microondas 20L,2,645.8,6,Stark Industries,9,Tienda Online Plus
2024-08-10,3,Refrigerador Doble Puerta,1,764.15,2,Globex Corporation,7,Tienda Express
2024-04-02,1,Televisor LED 55,3,2938.0,7,Wayne Enterprises,7,Tienda Express
2024-08-20,10,Smartwatch,1,304.3,2,Globex Corporation,6,ElectroShop Oeste
2024-06-10,3,Refrigerador Doble Puerta,5,3760.56,1,ACME Corp,8,ElectroShop Este
2024-06-07,1,Televisor LED 55,1,1060.43,2,Globex Corporation,3,Outlet Norte
2024-06-20,10,Smartwatch,1,291.46,8,Dunder Mifflin,2,Tienda Central
2024-05-25,8,Computadora Portátil 15,1,673.08,7,Wayne Enterprises,2,Tienda Central
2024-05-01,1,Televisor LED 55,1,966.64,4,Umbrella Corp,1,ElectroShop Online
2024-07-06,7,Home Theater 5.1,3,602.62,10,Hooli,9,Tienda Online Plus
2024-12-12,5,Aspiradora Sin Bolsa,1,236.08,9,Pied Piper,5,Tienda Premium
2024-10-10,5,Aspiradora Sin Bolsa,2,544.8,1,ACME Corp,2,Tienda Central
